Time,MSD
2.522522522522522515e+00,8.923166804427184542e-12
2.532532532532532521e+00,8.924601692303984616e-12
2.542542542542542527e+00,8.926009783127718090e-12
2.552552552552552534e+00,8.927391577343099844e-12
2.562562562562562540e+00,8.928747566048855752e-12
2.572572572572572547e+00,8.930078231172265864e-12
2.582582582582582553e+00,8.931384045640444113e-12
2.592592592592592560e+00,8.932665473548414304e-12
2.602602602602602566e+00,8.933922970324059942e-12
2.612612612612612573e+00,8.935156982889983449e-12
2.622622622622622579e+00,8.936367949822344229e-12
2.632632632632632586e+00,8.937556301506730510e-12
2.642642642642642592e+00,8.938722460291127983e-12
2.652652652652652598e+00,8.939866840636014313e-12
2.662662662662662605e+00,8.940989849261669982e-12
2.672672672672672611e+00,8.942091885292728107e-12
2.682682682682682618e+00,8.943173340400019757e-12
2.692692692692692624e+00,8.944234598939784249e-12
2.702702702702702631e+00,8.945276038090265425e-12
2.712712712712712637e+00,8.946298027985769842e-12
2.722722722722722644e+00,8.947300931848207876e-12
2.732732732732732650e+00,8.948285106116190444e-12
2.742742742742742657e+00,8.949250900571707187e-12
2.752752752752752663e+00,8.950198658464441060e-12
2.762762762762762669e+00,8.951128716633764542e-12
2.772772772772772676e+00,8.952041405628449798e-12
2.782782782782782682e+00,8.952937049824152560e-12
2.792792792792792689e+00,8.953815967538693962e-12
2.802802802802802695e+00,8.954678471145193646e-12
2.812812812812812702e+00,8.955524867183089674e-12
2.822822822822822708e+00,8.956355456467087270e-12
2.832832832832832715e+00,8.957170534194063829e-12
2.842842842842842721e+00,8.957970390047988380e-12
2.852852852852852727e+00,8.958755308302879722e-12
2.862862862862862734e+00,8.959525567923832319e-12
2.872872872872872740e+00,8.960281442666169729e-12
2.882882882882882747e+00,8.961023201172728799e-12
2.892892892892892753e+00,8.961751107069348942e-12
2.902902902902902760e+00,8.962465419058561652e-12
2.912912912912912766e+00,8.963166391011531950e-12
2.922922922922922773e+00,8.963854272058288926e-12
2.932932932932932779e+00,8.964529306676269611e-12
2.942942942942942786e+00,8.965191734777202015e-12
2.952952952952952792e+00,8.965841791792379053e-12
2.962962962962962798e+00,8.966479708756328186e-12
2.972972972972972805e+00,8.967105712388922018e-12
2.982982982982982811e+00,8.967720025175955710e-12
2.992992992992992818e+00,8.968322865448223503e-12
3.003003003003002824e+00,8.968914447459113752e-12
3.013013013013012831e+00,8.969494981460751555e-12
3.023023023023022837e+00,8.970064673778729341e-12
3.033033033033032844e+00,8.970623726885433532e-12
3.043043043043042850e+00,8.971172339472002789e-12
3.053053053053052857e+00,8.971710706518951789e-12
3.063063063063062863e+00,8.972239019365457298e-12
3.073073073073072869e+00,8.972757465777369535e-12
3.083083083083082876e+00,8.973266230013947240e-12
3.093093093093092882e+00,8.973765492893332564e-12
3.103103103103102889e+00,8.974255431856830440e-12
3.113113113113112895e+00,8.974736221031961719e-12
3.123123123123122902e+00,8.975208031294349843e-12
3.133133133133132908e+00,8.975671030328458852e-12
3.143143143143142915e+00,8.976125382687181080e-12
3.153153153153152921e+00,8.976571249850326256e-12
3.163163163163162928e+00,8.977008790282007159e-12
3.173173173173172934e+00,8.977438159486962220e-12
